alpha,attack_type,system,accuracy_mean,accuracy_std,ci95_low,ci95_high,n,best_fixed_rule,best_fixed_rule_accuracy
0.05,fltrust_aligned,FedStrategist,0.741,0.0,0.741,0.741,1.0,krum,0.89598
0.05,gaussian_noise,FedStrategist,0.3987,0.0,0.3987,0.3987,1.0,trimmed_mean,0.73821
0.05,krum_collusion,FedStrategist,0.6821,0.0,0.6821,0.6821,1.0,fltrust,0.6399
0.05,label_flipping,FedStrategist,0.6719000000000002,0.0,0.6719000000000002,0.6719000000000002,1.0,fltrust,0.63995
0.05,low_mag_backdoor,FedStrategist,0.7359,0.0,0.7359,0.7359,1.0,trimmed_mean,0.76468
0.05,sign_flipping,FedStrategist,0.5243,0.0,0.5243,0.5243,1.0,fltrust,0.6482699999999999
0.05,trim_attack,FedStrategist,0.5909,0.0,0.5909,0.5909,1.0,fltrust,0.6490400000000001
0.1,fltrust_aligned,FedStrategist,0.7479,0.0,0.7479,0.7479,1.0,krum,0.89445
0.1,gaussian_noise,FedStrategist,0.6344,0.0,0.6344,0.6344,1.0,trimmed_mean,0.8051900000000002
0.1,krum_collusion,FedStrategist,0.5932999999999999,0.0,0.5932999999999999,0.5932999999999999,1.0,fltrust,0.62514
0.1,label_flipping,FedStrategist,0.7434999999999999,0.0,0.7434999999999999,0.7434999999999999,1.0,fltrust,0.62377
0.1,low_mag_backdoor,FedStrategist,0.8507999999999999,0.0,0.8507999999999999,0.8507999999999999,1.0,trimmed_mean,0.8310599999999999
0.1,sign_flipping,FedStrategist,0.6128,0.0,0.6128,0.6128,1.0,fltrust,0.6227699999999999
0.1,trim_attack,FedStrategist,0.4582,0.0,0.4582,0.4582,1.0,fltrust,0.62287
0.5,fltrust_aligned,FedStrategist,0.8867,0.0,0.8867,0.8867,1.0,median,0.89978
0.5,gaussian_noise,FedStrategist,0.7596,0.0,0.7596,0.7596,1.0,trimmed_mean,0.89474
0.5,krum_collusion,FedStrategist,0.8766,0.0,0.8766,0.8766,1.0,krum,0.88238
0.5,label_flipping,FedStrategist,0.8773,0.0,0.8773,0.8773,1.0,trimmed_mean,0.88595
0.5,low_mag_backdoor,FedStrategist,0.8962999999999999,0.0,0.8962999999999999,0.8962999999999999,1.0,trimmed_mean,0.8985899999999999
0.5,sign_flipping,FedStrategist,0.8022,0.0,0.8022,0.8022,1.0,krum,0.8844100000000001
0.5,trim_attack,FedStrategist,0.8607999999999999,0.0,0.8607999999999999,0.8607999999999999,1.0,trimmed_mean,0.86913
