alpha,attack_type,system,accuracy,seed
0.1,gaussian_noise,BestFixedRule,0.8045,45
0.05,fltrust_aligned,BestFixedRule,0.8953999999999999,45
0.05,low_mag_backdoor,BestFixedRule,0.7643,45
0.05,gaussian_noise,BestFixedRule,0.7337999999999999,45
0.5,fltrust_aligned,BestFixedRule,0.8998000000000002,46
0.5,trim_attack,BestFixedRule,0.8693,46
0.5,krum_collusion,BestFixedRule,0.8866999999999999,46
0.5,low_mag_backdoor,BestFixedRule,0.8981999999999999,46
0.5,sign_flipping,BestFixedRule,0.8854000000000001,46
0.5,gaussian_noise,BestFixedRule,0.8962,46
0.5,label_flipping,BestFixedRule,0.8862,46
0.1,fltrust_aligned,BestFixedRule,0.8946000000000002,46
0.1,low_mag_backdoor,BestFixedRule,0.8311,46
0.1,gaussian_noise,BestFixedRule,0.8046,46
0.05,fltrust_aligned,BestFixedRule,0.8963000000000001,46
0.05,low_mag_backdoor,BestFixedRule,0.7654,46
0.05,gaussian_noise,BestFixedRule,0.7415,46
0.5,fltrust_aligned,BestFixedRule,0.8997999999999999,47
0.5,trim_attack,BestFixedRule,0.8699999999999999,47
0.5,krum_collusion,BestFixedRule,0.8871,47
0.5,low_mag_backdoor,BestFixedRule,0.8987999999999999,47
0.5,sign_flipping,BestFixedRule,0.8842000000000001,47
0.5,gaussian_noise,BestFixedRule,0.8949999999999999,47
0.5,label_flipping,BestFixedRule,0.8855999999999999,47
0.1,fltrust_aligned,BestFixedRule,0.8945000000000001,47
0.1,low_mag_backdoor,BestFixedRule,0.8311,47
0.1,gaussian_noise,BestFixedRule,0.8091000000000002,47
0.05,fltrust_aligned,BestFixedRule,0.8958,47
0.05,low_mag_backdoor,BestFixedRule,0.7651,47
0.05,gaussian_noise,BestFixedRule,0.7401,47
0.5,fltrust_aligned,BestFixedRule,0.8995999999999998,48
0.5,trim_attack,BestFixedRule,0.8695,48
0.5,krum_collusion,BestFixedRule,0.8876,48
0.5,low_mag_backdoor,BestFixedRule,0.8985000000000001,48
0.5,sign_flipping,BestFixedRule,0.8858,48
0.5,gaussian_noise,BestFixedRule,0.8943999999999999,48
0.5,label_flipping,BestFixedRule,0.8860000000000001,48
0.1,fltrust_aligned,BestFixedRule,0.8943,48
0.1,low_mag_backdoor,BestFixedRule,0.8304,48
0.1,gaussian_noise,BestFixedRule,0.8055,48
0.05,fltrust_aligned,BestFixedRule,0.8963999999999999,48
0.05,low_mag_backdoor,BestFixedRule,0.7636999999999999,48
0.05,gaussian_noise,BestFixedRule,0.7398999999999999,48
0.5,fltrust_aligned,BestFixedRule,0.8996000000000001,49
0.5,trim_attack,BestFixedRule,0.8688,49
0.5,krum_collusion,BestFixedRule,0.8855999999999999,49
0.5,low_mag_backdoor,BestFixedRule,0.8987,49
0.5,sign_flipping,BestFixedRule,0.8847999999999999,49
0.5,gaussian_noise,BestFixedRule,0.8936999999999999,49
0.5,label_flipping,BestFixedRule,0.8856999999999999,49
0.1,fltrust_aligned,BestFixedRule,0.8943,49
0.1,low_mag_backdoor,BestFixedRule,0.8309,49
0.1,gaussian_noise,BestFixedRule,0.8085000000000001,49
0.05,fltrust_aligned,BestFixedRule,0.8958,49
0.05,low_mag_backdoor,BestFixedRule,0.7654,49
0.05,gaussian_noise,BestFixedRule,0.7342000000000001,49
0.5,fltrust_aligned,BestFixedRule,0.8996000000000001,50
0.5,trim_attack,BestFixedRule,0.869,50
0.5,krum_collusion,BestFixedRule,0.8848,50
0.5,low_mag_backdoor,BestFixedRule,0.8984,50
0.5,sign_flipping,BestFixedRule,0.8835000000000001,50
0.5,gaussian_noise,BestFixedRule,0.8953,50
0.5,label_flipping,BestFixedRule,0.8857000000000002,50
0.1,fltrust_aligned,BestFixedRule,0.8941000000000001,50
0.1,low_mag_backdoor,BestFixedRule,0.8309,50
0.1,gaussian_noise,BestFixedRule,0.8094999999999999,50
0.05,fltrust_aligned,BestFixedRule,0.8961,50
0.05,low_mag_backdoor,BestFixedRule,0.7642,50
0.05,gaussian_noise,BestFixedRule,0.7377,50
0.5,fltrust_aligned,BestFixedRule,0.8995000000000001,51
0.5,trim_attack,BestFixedRule,0.8690999999999999,51
0.5,krum_collusion,BestFixedRule,0.8865999999999999,51
0.5,low_mag_backdoor,BestFixedRule,0.8988000000000002,51
0.5,sign_flipping,BestFixedRule,0.8822000000000001,51
0.5,gaussian_noise,BestFixedRule,0.8943,51
0.5,label_flipping,BestFixedRule,0.8863,51
0.1,fltrust_aligned,BestFixedRule,0.8948,51
0.1,low_mag_backdoor,BestFixedRule,0.8305999999999999,51
0.1,gaussian_noise,BestFixedRule,0.7977000000000001,51
0.05,fltrust_aligned,BestFixedRule,0.8957999999999998,51
0.05,low_mag_backdoor,BestFixedRule,0.7649000000000001,51
0.05,gaussian_noise,BestFixedRule,0.7426,51
0.1,trim_attack,BestFixedRule,0.5926,42
0.1,krum_collusion,BestFixedRule,0.598,42
0.1,sign_flipping,BestFixedRule,0.6082000000000001,42
0.1,label_flipping,BestFixedRule,0.5926999999999999,42
0.05,trim_attack,BestFixedRule,0.6155999999999999,42
0.05,krum_collusion,BestFixedRule,0.6115,42
0.05,sign_flipping,BestFixedRule,0.6059999999999999,42
0.05,label_flipping,BestFixedRule,0.6001,42
0.1,trim_attack,BestFixedRule,0.6277,43
0.1,krum_collusion,BestFixedRule,0.6339,43
0.1,sign_flipping,BestFixedRule,0.6298999999999999,43
0.1,label_flipping,BestFixedRule,0.6302000000000001,43
0.05,trim_attack,BestFixedRule,0.6703000000000001,43
0.05,krum_collusion,BestFixedRule,0.6523000000000001,43
0.05,sign_flipping,BestFixedRule,0.6557000000000001,43
0.05,label_flipping,BestFixedRule,0.6365000000000001,43
0.1,trim_attack,BestFixedRule,0.6103999999999999,44
0.1,krum_collusion,BestFixedRule,0.6083000000000001,44
0.1,sign_flipping,BestFixedRule,0.6020999999999999,44
0.1,label_flipping,BestFixedRule,0.6077999999999999,44
0.05,trim_attack,BestFixedRule,0.6557000000000001,44
0.05,krum_collusion,BestFixedRule,0.6507000000000001,44
0.05,sign_flipping,BestFixedRule,0.6804,44
0.05,label_flipping,BestFixedRule,0.6918,44
0.1,trim_attack,BestFixedRule,0.6511,45
0.1,krum_collusion,BestFixedRule,0.6635000000000001,45
0.1,sign_flipping,BestFixedRule,0.6701,45
0.1,label_flipping,BestFixedRule,0.6625,45
0.05,trim_attack,BestFixedRule,0.6711,45
0.05,krum_collusion,BestFixedRule,0.6390999999999999,45
0.05,sign_flipping,BestFixedRule,0.6518,45
0.05,label_flipping,BestFixedRule,0.6334,45
0.1,trim_attack,BestFixedRule,0.5683,46
0.1,krum_collusion,BestFixedRule,0.5738,46
0.1,sign_flipping,BestFixedRule,0.5444000000000001,46
0.1,label_flipping,BestFixedRule,0.5751999999999999,46
0.05,trim_attack,BestFixedRule,0.6623,46
0.05,krum_collusion,BestFixedRule,0.6529,46
0.05,sign_flipping,BestFixedRule,0.6682,46
0.05,label_flipping,BestFixedRule,0.6657,46
0.1,trim_attack,BestFixedRule,0.6534000000000001,47
0.1,krum_collusion,BestFixedRule,0.6547000000000002,47
0.1,sign_flipping,BestFixedRule,0.6524,47
0.1,label_flipping,BestFixedRule,0.6492,47
0.05,trim_attack,BestFixedRule,0.6514,47
0.05,krum_collusion,BestFixedRule,0.6463,47
0.05,sign_flipping,BestFixedRule,0.6607000000000001,47
0.05,label_flipping,BestFixedRule,0.6477999999999999,47
0.1,trim_attack,BestFixedRule,0.6458,48
0.1,krum_collusion,BestFixedRule,0.6359,48
0.1,sign_flipping,BestFixedRule,0.645,48
0.1,label_flipping,BestFixedRule,0.6355999999999999,48
0.05,trim_attack,BestFixedRule,0.6239999999999999,48
0.05,krum_collusion,BestFixedRule,0.6027,48
0.05,sign_flipping,BestFixedRule,0.6378,48
0.05,label_flipping,BestFixedRule,0.5993999999999999,48
0.1,trim_attack,BestFixedRule,0.628,49
0.1,krum_collusion,BestFixedRule,0.6199999999999999,49
0.1,sign_flipping,BestFixedRule,0.6166999999999999,49
0.1,label_flipping,BestFixedRule,0.6228999999999999,49
0.05,trim_attack,BestFixedRule,0.6917,49
0.05,krum_collusion,BestFixedRule,0.6910999999999999,49
0.05,sign_flipping,BestFixedRule,0.6842,49
0.05,label_flipping,BestFixedRule,0.6888000000000001,49
0.1,trim_attack,BestFixedRule,0.6395,50
0.1,krum_collusion,BestFixedRule,0.6469000000000001,50
0.1,sign_flipping,BestFixedRule,0.6448,50
0.1,label_flipping,BestFixedRule,0.6421,50
0.05,trim_attack,BestFixedRule,0.6409,50
0.05,krum_collusion,BestFixedRule,0.646,50
0.05,sign_flipping,BestFixedRule,0.6402,50
0.05,label_flipping,BestFixedRule,0.6468999999999999,50
0.1,trim_attack,BestFixedRule,0.6119,51
0.1,krum_collusion,BestFixedRule,0.6164,51
0.1,sign_flipping,BestFixedRule,0.6141,51
0.1,label_flipping,BestFixedRule,0.6195,51
0.05,trim_attack,BestFixedRule,0.6073999999999999,51
0.05,krum_collusion,BestFixedRule,0.6064,51
0.05,sign_flipping,BestFixedRule,0.5977,51
0.05,label_flipping,BestFixedRule,0.5891,51
